batch_size,lambda_value,learning_rate,number_of_layers,number_of_neurons_per_layer,demographic_parity,1 - accuracy
297,0.6205646954477,0.000210147218,2,697,0.06617849469184875,0.1498418868179347
979,0.3596079321578,0.0535361448362,4,65,0.06531419426202774,0.15288239434946024
652,0.7642785040662,0.0014379647071,3,136,0.06689197838306427,0.15226808243275308
94,0.005704017356,0.0050831004951,3,339,0.06683732926845551,0.1492582968630873
322,0.412513526121,0.0006441000446,1,166,0.06524144053459167,0.15091671221910744
815,0.8617159873378,0.0002361502231,3,752,0.06309199601411819,0.15100882151780354
925,0.3837167412653,0.0596107666961,2,65,0.06632592320442199,0.1511623653090719
150,0.1709107359706,0.0005901249311,2,70,0.0657302126288414,0.15202237747147923
1024,0.9367846473174,0.0044448572887,4,80,0.06534467935562134,0.15171511069714663
102,0.6765698196157,0.0001975638963,1,697,0.06571547865867615,0.15082461706713204
659,0.4104945693248,0.0117063616816,5,64,0.0656461700797081,0.15137736717078037
59,0.0030815114132,0.0057836649805,4,153,0.06284867972135544,0.1517458939614628
659,0.4262363360775,0.0063782393736,4,68,0.06354383856058121,0.15150024087149833
85,0.6624668076433,0.0001461455212,3,455,0.06732523381710052,0.15060962935214434
277,0.0788153739624,0.0011246047718,1,788,0.06462642848491669,0.1492275890479483
895,0.7897473442105,0.011623077444,1,411,0.06558146625757218,0.1503639715466063
498,0.4997052812651,0.0008260624616,1,201,0.06496837347745896,0.15199157534486873
81,0.801774956151,0.0054916470096,2,72,0.0669584149122238,0.1497190366950846
69,0.005704017356,0.0027189688569,1,229,0.0647960251569748,0.15011833731893612
544,0.3566148090088,0.0077072238861,1,64,0.06317999899387361,0.15242156020599135
635,0.4104945693248,0.0144818936694,1,74,0.06503965765237808,0.1516231475812314
184,0.5249395800268,0.0002461496774,1,328,0.06700894892215728,0.15371148178034405
40,0.6748309344586,0.0216101868293,1,262,0.06330411344766616,0.15279012472126244
497,0.4323787825414,0.0004186695981,1,866,0.06469499677419663,0.15024107426802036
53,0.7431359447524,0.0001324462442,2,383,0.06615865230560303,0.1507016632016632
62,0.3818317948981,0.0042972583038,4,456,0.06465265274047852,0.14922765035040486
143,0.4893136075805,0.0143524519362,2,124,0.06534840673208236,0.15079396112330243
111,0.6237206127861,0.0011527170707,5,250,0.06441714614629745,0.15279005870323237
203,0.836270266563,0.0026409543209,5,612,0.06517797201871872,0.1509781372805325
68,0.1473946081284,0.0008993767961,4,788,0.06484790295362472,0.15067106384471654
682,0.8411544066865,0.0006865924239,5,174,0.06512783020734787,0.1501795501795502
766,0.8645144427745,0.0002361502231,1,276,0.06534305512905121,0.15533922704581388
342,0.3794140715116,0.0094428768473,4,67,0.06493083506822586,0.14981107526017706
539,0.4096195582972,0.0014614146338,2,269,0.06541749626398088,0.15193023044819454
540,0.6011431890687,0.0002228815534,5,87,0.0638687613606453,0.15512424404639974
65,0.2425091147505,0.0001738203182,2,75,0.06513703703880311,0.15171518614632384
313,0.4545499988336,0.0003879558517,5,696,0.06525294840335846,0.1499340102633516
582,0.0387496336331,0.0003356147463,1,83,0.0638620737195015,0.15758108145832694
841,0.3293608465041,0.0018412961777,3,115,0.06629051476716996,0.1548785815252881
507,0.5071325061685,0.0001639990325,4,291,0.06527938097715377,0.15131594682492885
63,0.1525805406835,0.0005901249311,3,74,0.06633216738700867,0.15140813628837585
51,0.6743427482514,0.0203488979235,4,182,0.06561679601669311,0.15251367893583462
526,0.1558490208903,0.0010597119829,3,71,0.06058326125144958,0.1535578766866192
571,0.1632290921883,0.0403526510329,1,155,0.06309968531131745,0.15150021729363047
946,0.240475409915,0.0535361448362,3,68,0.06363141715526581,0.15137738131750106
45,0.025892842149,0.0064701372435,2,138,0.06429142385721207,0.1512239789934401
578,0.466940713799,0.0069166965864,5,247,0.06489320397377014,0.1511931674356824
71,0.3818317948981,0.0043214032666,5,297,0.06485233187675475,0.14984190568022904
506,0.2774871972287,0.000458934893,1,239,0.06466776698827743,0.15269797298240412
435,0.6182493089424,0.0313142741224,3,206,0.06675214380025864,0.1506096576455858
799,0.0490666417774,0.000188798116,1,231,0.06484323799610138,0.15552347865222116
83,0.9431689307954,0.0005462678091,3,381,0.06648259103298189,0.1509782457387248
962,0.1658029844256,0.0009078367561,5,387,0.06489618241786957,0.1524829664051221
633,0.4527774250837,0.0005033519202,3,444,0.06528613835573197,0.14879762304912006
632,0.2859097380484,0.0213235547463,3,145,0.0677465033531189,0.15174594111719858
681,0.9252130831835,0.000225824127,2,160,0.06529487282037735,0.15199160835388378
442,0.5011312487499,0.0005315224917,1,162,0.06647206604480743,0.15245231046129246
363,0.5999613374055,0.0005315224917,5,119,0.06656923055648804,0.15177664421676396
917,0.2528729324812,0.0002112474838,2,84,0.06355774402618408,0.1612049808906096
683,0.4302554532778,0.0069425824515,4,336,0.06584872752428056,0.15266728402955948
869,0.3577941791914,0.0001144897283,1,85,0.0490052342414856,0.17957065928622812
219,0.1326945416802,0.0055501982149,1,497,0.06456442117691039,0.1506095916275557
33,0.8406280162015,0.0043216314201,1,925,0.06685396760702132,0.15211447733902825
