batch_size,lambda_value,learning_rate,number_of_layers,number_of_neurons_per_layer,equalized_odds,1 - accuracy
297,0.6205646954477,0.000210147218,2,697,0.021149667104085286,0.013517191248720884
979,0.3596079321578,0.0535361448362,4,65,0.038643940786520635,0.01830041039198167
652,0.7642785040662,0.0014379647071,3,136,0.02313636889060338,0.014349224755052004
94,0.005704017356,0.0050831004951,3,339,0.021250939120848973,0.015804093535623197
241,0.9708397453651,0.0329667406801,4,407,0.0,0.5394084471087592
263,0.9380414626442,0.0002309951097,1,539,0.02087972089648247,0.011852907898693532
271,0.7450576043208,0.0003168604282,1,605,0.02030028129617373,0.013517623923451173
368,0.6199165957909,0.0006467427479,2,585,0.021804300944010417,0.012893057950289988
264,0.5064563676978,0.0001379256967,1,545,0.020410124212503433,0.013724875119255953
288,0.799060672187,0.0002100339694,2,811,0.020149952669938406,0.012476824859759294
310,0.8282495067672,0.000127378696,2,679,0.021491829802592594,0.013516758573990617
233,0.3300242813163,0.0006370875389,2,554,0.020450752476851145,0.013101823507650745
222,0.5093864411566,0.0003715939329,1,610,0.020745869974295297,0.013725524131351396
265,0.9639376221388,0.0002494616773,2,857,0.0219677930076917,0.013932991664521287
265,0.7621299125913,0.000253907255,2,811,0.021563794960578284,0.01393364067661671
265,0.7485308662915,0.0002226803584,2,845,0.02163936917980512,0.013308642028725282
279,0.0813145118807,0.0001509460244,2,828,0.019571314255396526,0.012892841612924855
276,0.1670491153049,0.0001636848717,2,808,0.020383731275796894,0.01351740758608606
267,0.3540970839104,0.0002358428631,2,779,0.021741597602764763,0.014764808833487297
277,0.0788153739624,0.0011246047718,1,788,0.020470849424600604,0.013309940052916103
895,0.7897473442105,0.011623077444,1,411,0.02291411658128103,0.014141108209786691
597,0.4199483890762,0.0062957704128,3,1002,0.0,0.46059155289124065
400,0.1613890391878,0.0001323182462,3,888,0.02031184261043866,0.013101607170285634
303,0.1790015979697,0.0001226881207,3,873,0.02051556582252185,0.014141324547151802
495,0.0866277092972,0.0001209777766,2,826,0.02132767712076505,0.013517191248720906
279,0.152649299674,0.000114162246,3,828,0.02139394183953603,0.01330972371555097
613,0.3681183924932,0.0001118613446,1,885,0.02167164584000905,0.013100741820825079
402,0.3130206335098,0.0001325598419,1,930,0.019922222942113876,0.01247769020921985
539,0.3463727546937,0.0001240798636,1,903,0.02080617696046829,0.012685374079754896
497,0.4323787825414,0.0004186695981,1,866,0.02138085539142291,0.013725307793986263
231,0.9999963993481,0.0285948986995,5,1019,0.0,0.5275354198351077
242,0.5897873412338,0.0912677296139,2,140,0.0,0.49759778989747766
285,0.9370367684255,0.0438971616822,5,1010,0.027063536643981933,0.427142334842647
50,0.7531418563177,0.0450191768592,5,1010,0.0,0.4999074076077198
33,0.8493174701181,0.0427153624372,5,1019,0.004403830071290334,0.46807596037564825
223,0.7697881366907,0.043020518553,4,1017,0.0,0.5493876570879693
40,0.4112252294263,0.0469841136299,4,1016,0.0,0.5493876570879693
276,0.0198495810443,0.0002049947333,4,930,0.019919359683990476,0.012684941405024653
279,0.0027757101304,0.0001435405892,2,828,0.02160237431526184,0.013516974911355728
203,0.836270266563,0.0026409543209,5,612,0.023924037317434945,0.015596409665088129
282,0.0558077888495,0.0020785344598,5,948,0.026098047196865082,0.014348575742956582
281,0.0505122008317,0.0020100482701,2,987,0.021835812181234357,0.014141757221882068
291,0.0364143023606,0.0002066018718,2,888,0.019235358635584513,0.012477257534489583
277,0.003416137905,0.0001870942307,2,873,0.020308049271504085,0.012893274287655122
65,0.1082126040088,0.0024851378747,2,1003,0.022419306635856628,0.016429524858244938
722,0.0110293711925,0.0002052396361,4,901,0.020552788426478702,0.013101390832920456
