batch_size,lambda_value,learning_rate,number_of_layers,number_of_neurons_per_layer,1 - accuracy,demographic_parity
193,0.4888227212062,0.0678987026873,5,198,0.4701549624546503,0.0
959,0.0099039525899,0.0001330037572,5,856,0.012684941405024653,0.29751778951765034
383,0.2660400752115,0.0171506605281,2,125,0.020377681772062627,0.2205408784249852
169,0.9548533197717,0.0001605986459,2,739,0.2775980495023159,0.00416069522698785
317,0.9599652099772,0.0001185688578,2,531,0.15164037807117933,0.005533782449713279
312,0.9798649691892,0.0001185536462,2,528,0.3771995560757267,0.0029203728844628242
607,0.9130498084644,0.0001086077483,2,565,0.04096694148723286,0.08728480987576277
722,0.9441775118109,0.000146577946,2,758,0.06570663355262732,0.00887113121437744
597,0.9398806831553,0.0001198931338,2,533,0.04325406011150026,0.030556674790784406
496,0.8249317632091,0.0002840442578,3,223,0.029112302889618146,0.15473809325931334
