batch_size,lambda_value,learning_rate,number_of_layers,number_of_neurons_per_layer,equalized_odds,1 - accuracy
297,0.6205646954477,0.000210147218,2,697,0.10830809593200683,0.1704493441768891
979,0.3596079321578,0.0535361448362,4,65,0.08852105498313903,0.1512546255061225
652,0.7642785040662,0.0014379647071,3,136,0.13389908790588378,0.17517898431072082
94,0.005704017356,0.0050831004951,3,339,0.10644521951675415,0.16344694847688862
241,0.9708397453651,0.0329667406801,4,407,0.0,0.3472591577381997
888,0.5991786039942,0.0976389143927,5,114,0.0,0.24080952628856825
873,0.3610331337533,0.0599546330606,4,89,0.09496430158615111,0.15672109758936106
856,0.5385676329102,0.0540750064039,5,64,0.11184389829635619,0.15426427432415454
883,0.0678875838092,0.0511509818119,4,66,0.08431978285312652,0.17001990160672797
850,0.258679060045,0.0763654957567,5,72,0.06186793565750122,0.22422475970380162
848,0.1390239681735,0.0894829437192,5,68,0.0,0.24080952628856825
858,0.4680740237504,0.0576979739678,5,72,0.08330774784088135,0.17263032525008573
850,0.2351234107753,0.0710646278697,4,66,0.06446178436279297,0.18371782705615042
900,0.3119211802143,0.0705259721519,5,74,0.017327726483345032,0.22345694643598835
888,0.5016993445031,0.0719393858594,5,74,0.01909232676029205,0.3252689857480277
858,0.4475885279355,0.071901091152,5,76,0.02614573955535889,0.21688731778552137
707,0.2639706643376,0.0718639693343,5,72,0.06724687993526458,0.1839941266587973
139,0.4549166888563,0.0707679388866,5,73,0.023281964063644408,0.3302137031927451
503,0.4082729039274,0.0711040517159,5,72,0.08174344599246978,0.1892458986770364
277,0.0788153739624,0.0011246047718,1,788,0.11784111857414245,0.17051104745715523
895,0.7897473442105,0.011623077444,1,411,0.1219356369972229,0.1569360664420545
597,0.4199483890762,0.0062957704128,3,1002,0.0,0.24080952628856825
858,0.3391243017304,0.071901091152,5,79,0.006391841769218444,0.24080952628856825
861,0.377749803909,0.0746990800497,3,77,0.09781417608261109,0.15586125990317606
858,0.3723928325779,0.0746951228081,3,76,0.10391499996185302,0.15435647793432225
658,0.3732217592223,0.0745361403129,3,77,0.10168825745582581,0.16357023243250787
35,0.3410320603986,0.0745772465423,3,76,0.057130162119865414,0.2486425466964389
400,0.3177385957128,0.0748590013524,3,77,0.09523455262184144,0.16535130928843503
457,0.3539022264433,0.0743942247324,3,79,0.07575482785701752,0.17656115665097702
