batch_size,lambda_value,learning_rate,number_of_layers,number_of_neurons_per_layer,1 - accuracy,demographic_parity
45,0.025892842149,0.0064701372435,2,138,0.3341318100853756,0.001210843026638031
869,0.3577941791914,0.0001144897283,1,85,0.33156440022111666,0.0005344584584236144
844,0.2250047838217,0.0777989782816,3,65,0.33899023401510964,0.0011385127902030945
65,0.4572054964111,0.0269030355547,3,150,0.33577175849149316,0.0007361486554145813
876,0.3843229233274,0.0312081445008,2,98,0.33364043977642655,0.0012171097099781037
