batch_size,lambda_value,learning_rate,number_of_layers,number_of_neurons_per_layer,demographic_parity,1 - accuracy
297,0.6205646954477,0.000210147218,2,697,0.16278434296449026,0.014141324547151802
979,0.3596079321578,0.0535361448362,4,65,0.13041932781537374,0.019755279172552865
652,0.7642785040662,0.0014379647071,3,136,0.16181117047866184,0.014764808833487275
94,0.005704017356,0.0050831004951,3,339,0.14715952674547833,0.0168440272498545
241,0.9708397453651,0.0329667406801,4,407,0.0,0.5079928002924882
36,0.7953388592456,0.0589719662185,5,344,0.0,0.49200719970751194
46,0.8498474593732,0.0459232270545,4,473,0.0,0.5198658275661396
157,0.952465158186,0.0520137630426,5,241,0.0,0.4805499728496606
45,0.8289536920481,0.0305988395577,4,346,0.0,0.48013417243386025
32,0.8197852488198,0.0361831471511,4,169,0.039644361535708106,0.38098848868880086
207,0.7274694014614,0.0827632819598,5,173,0.0,0.4701549624546503
108,0.9701011870955,0.0408355160712,4,257,0.0,0.5079928002924882
150,0.7358093241437,0.0222030168397,4,289,0.0587477833032608,0.25136476426799004
201,0.7449656073908,0.01280931313,5,64,0.13254643678665162,0.014763727146661586
382,0.7439458504139,0.0115669789929,1,68,0.1619782860080401,0.013308425691360103
32,0.7332872458069,0.0175508067842,3,65,0.09609483182430267,0.1095683853228078
33,0.7378186933077,0.018603010972,4,68,0.13152750879526137,0.02724444607899341
775,0.7326190147097,0.0220423365862,2,67,0.1478920504450798,0.01518039291192257
724,0.7444445932555,0.0161250220138,1,65,0.16200609207153321,0.014556692288221918
277,0.0788153739624,0.0011246047718,1,788,0.16232897887627282,0.01351697491135575
895,0.7897473442105,0.011623077444,1,411,0.16274060457944867,0.014349441092417158
597,0.4199483890762,0.0062957704128,3,1002,0.0,0.4506123429120308
32,0.9122501461503,0.0221950375434,5,199,0.07611221919457117,0.2154772077768956
32,0.8655267883569,0.0222357961637,4,100,0.017946505065386493,0.38244379014410235
32,0.8797161596109,0.0221752137061,5,170,0.06916847576697668,0.2077849000845879
32,0.935517764512,0.0222222797013,4,66,0.09557985166708627,0.13639183888923742
51,0.7483412637249,0.0221930831101,5,91,0.021832107504208883,0.41300512070543294
44,0.7411179910438,0.0222030168397,4,117,0.06399063269297281,0.32714233484264704
663,0.8933401539491,0.0221914960045,5,206,0.09362789988517761,0.10478668054110303
497,0.4323787825414,0.0004186695981,1,866,0.16253122289975486,0.014141324547151824
32,0.7844820317731,0.0244245404713,4,99,0.05318147639433544,0.3333793410796532
242,0.5897873412338,0.0912677296139,2,140,0.0,0.48244379014410227
32,0.7536121890295,0.0258488618709,5,102,0.09874688784281413,0.14470200609638692
32,0.8135331271141,0.0275434748723,5,96,0.026620357235272722,0.3934397857394735
32,0.7720706177955,0.0259797481623,4,97,0.08572070151567458,0.13670574440605657
32,0.7578685128923,0.0263166960492,5,100,0.04031900266806285,0.2811736734733613
32,0.7555337567217,0.0222030168397,4,97,0.05380674004554749,0.32017454098619547
663,0.9707896394236,0.0221914960045,4,206,0.1496729329228401,0.032026799872793624
32,0.7447625406914,0.0179776338111,4,66,0.1200892855723699,0.04553360692798776
203,0.836270266563,0.0026409543209,5,612,0.1460970123608907,0.015805607897179153
32,0.6109057250461,0.0176201717159,2,65,0.13216886619726817,0.022669992493093427
32,0.6034353508244,0.018062112686,2,66,0.14985751211643217,0.018299761379886224
662,0.9419168430824,0.025675792275,1,317,0.13117380986611046,0.01954694628992233
32,0.9623018501899,0.0179837427932,3,65,0.13254436254501342,0.03098405377281548
32,0.9953249364491,0.017755804012,2,66,0.0652440090974172,0.3924002846999725
32,0.7666604233369,0.0259797481623,3,64,0.1287960747877757,0.06071573053883146
35,0.7700705265349,0.0260185229901,3,70,0.13322255810101827,0.021833415902094356
32,0.7700389900699,0.0260611335929,4,75,0.0836272194981575,0.2010444767988993
539,0.4096195582972,0.0014614146338,2,269,0.16332339247067768,0.014141540884516935
32,0.7692818351502,0.0266312061681,3,71,0.10451077620188394,0.131615326204296
33,0.7670620963383,0.0264937619957,4,75,0.08401805311441421,0.16050783033093124
32,0.7625569083106,0.0265099131384,4,76,0.09436217894156775,0.151154051674343
582,0.0387496336331,0.0003356147463,1,83,0.16200830042362213,0.013933208001886443
107,0.7580804686199,0.0222156377827,4,100,0.10834389428297678,0.12328850102003067
