batch_size,lambda_value,learning_rate,number_of_layers,number_of_neurons_per_layer,1 - accuracy,equalized_odds
848,0.5489291876781,0.0884395529279,5,73,0.24080952628856825,0.0
582,0.0387496336331,0.0003356147463,1,83,0.15048680752273566,0.10008441060781478
917,0.2528729324812,0.0002112474838,2,84,0.15159241618822455,0.04834963381290436
614,0.0279856962126,0.098665374473,1,68,0.1506710355512751,0.0848773591220379
50,0.6087458277989,0.080404250971,1,77,0.19996280355561796,0.022147522866725923
57,0.6081924480997,0.082312977114,1,77,0.18509792454403234,0.026916947960853577
41,0.6078153679731,0.0828566275809,1,77,0.21402903416376473,0.014074530452489853
40,0.1167839464364,0.0996786825205,1,77,0.22984630813972134,0.007165639102458954
60,0.6086193070723,0.0824668080374,1,77,0.1776339826489527,0.037292318791151045
51,0.6080672555474,0.080404250971,1,64,0.16117453243201746,0.045378413051366806
