batch_size,lambda_value,learning_rate,number_of_layers,number_of_neurons_per_layer,1 - accuracy,equalized_odds
597,0.4199483890762,0.0062957704128,3,1002,0.24080952628856825,0.0
186,0.0141785546902,0.0001436290729,1,128,0.14974970678563493,0.10373762607574463
953,0.4055560779942,0.0866350086102,5,65,0.20509085306989502,0.0333157068490982
953,0.398891953309,0.0866350086102,4,64,0.18657403110995924,0.056120612621307374
918,0.3570218799454,0.0873983525935,5,65,0.22204705123866803,0.016560927629470826
958,0.5733201644114,0.0858753317128,5,65,0.18979863934953756,0.041324705481529236
960,0.0680500265601,0.0749481757139,1,74,0.1533121434319039,0.08373103022575377
979,0.3596079321578,0.0535361448362,4,65,0.1667951754778102,0.06667982816696168
958,0.5720618646405,0.0858753317128,5,66,0.2244090348880768,0.006910191774368286
928,0.0140786876022,0.087449995501,5,65,0.16369304011519578,0.07000212788581849
