batch_size,lambda_value,learning_rate,number_of_layers,number_of_neurons_per_layer,1 - accuracy,demographic_parity
504,0.5630569413073,0.0065288077771,4,996,0.4506123429120308,0.0
614,0.0005689679896,0.0041029800118,3,458,0.011852907898693532,0.1552722217142582
768,0.9895608837343,0.0001092722943,4,90,0.3015470284981211,0.002246660156683488
815,0.9932773950806,0.0001159818851,3,86,0.20985459965688893,0.003234254898446979
778,0.5040402299807,0.0001031512988,4,80,0.019962314030992512,0.10411210434003308
643,0.5911169590736,0.0001047334594,5,66,0.03556045439500175,0.046751465950951435
784,0.5961594324071,0.0001017703199,5,72,0.026830160024748983,0.07646139726042747
818,0.9932487817848,0.0001234011901,3,91,0.08712554706311208,0.004916479614647953
104,0.6432263832558,0.0149806875324,2,131,0.017468809560380816,0.13775917287577283
785,0.6191756422532,0.0001043487414,5,83,0.039096488628226386,0.017167636463136383
